# Mouse<->human orthologs derived from MGI HOM_MouseHumanSequence.rpt
# Source: https://www.informatics.jax.org/downloads/reports/HOM_MouseHumanSequence.rpt
# Downloaded 2026-07-31. Regenerate with scripts/build_orthologs.py
mouse_symbol	human_symbol	relationship
Psmd6	PSMD6	1:1
Psmd7	PSMD7	1:1
Psmd8	PSMD8	1:1
Psmd9	PSMD9	1:1
Psme1	PSME1	1:1
Psme2	PSME2	1:1
Psme2b	PSME2	1:1
Psme3	PSME3	1:1
Psme3ip1	PSME3IP1	1:1
Psme4	PSME4	1:1
Psmf1	PSMF1	1:1
Psmg1	PSMG1	1:1
Psmg2	PSMG2	1:1
Psmg3	PSMG3	1:1
Psmg4	PSMG4	1:1
Psors1c2	PSORS1C2	1:1
Pspc1	PSPC1	1:1
Psph	PSPH	1:1
Pspn	PSPN	1:1
Psrc1	PSRC1	1:1
Pstk	PSTK	1:1
Pstpip1	PSTPIP1	1:1
Pstpip2	PSTPIP2	1:1
Ptafr	PTAFR	1:1
Ptar1	PTAR1	1:1
Ptbp1	PTBP1	1:1
Ptbp2	PTBP2	1:1
Ptbp3	PTBP3	1:1
Ptcd1	PTCD1	1:1
Ptcd2	PTCD2	1:1
Ptcd3	PTCD3	1:1
Ptch1	PTCH1	1:1
Ptch2	PTCH2	1:1
Ptchd1	PTCHD1	1:1
Ptchd3	PTCHD3	1:1
Ptchd4	PTCHD4	1:1
Ptcra	PTCRA	1:1
Ptdss1	PTDSS1	1:1
Ptdss2	PTDSS2	1:1
Pten	PTEN	1:1
Pter	PTER	1:1
Ptf1a	PTF1A	1:1
Ptgdr	PTGDR	1:1
Ptgdr2	PTGDR2	1:1
Ptgds	PTGDS	1:1
Ptger1	PTGER1	1:1
Ptger2	PTGER2	1:1
Ptger3	PTGER3	1:1
Ptger4	PTGER4	1:1
Ptges	PTGES	1:1
Ptges2	PTGES2	1:1
Ptges3	PTGES3	1:1
Ptges3l	PTGES3L	1:1
Ptgfr	PTGFR	1:1
Ptgfrn	PTGFRN	1:1
Ptgir	PTGIR	1:1
Ptgis	PTGIS	1:1
Ptgr1	PTGR1	1:1
Ptgr2	PTGR2	1:1
Ptgr3	PTGR3	1:1
Ptgs1	PTGS1	1:1
Ptgs2	PTGS2	1:1
Pth	PTH	1:1
Pth1r	PTH1R	1:1
Pth2	PTH2	1:1
Pth2r	PTH2R	1:1
Pthlh	PTHLH	1:1
Ptk2	PTK2	1:1
Ptk2b	PTK2B	1:1
Ptk6	PTK6	1:1
Ptk7	PTK7	1:1
Ptma	PTMA	1:1
Ptms	PTMS	1:1
Ptn	PTN	1:1
Ptov1	PTOV1	1:1
Ptp4a1	PTP4A1	1:1
Ptp4a2	PTP4A2	1:1
Ptp4a3	PTP4A3	1:1
Ptpa	PTPA	1:1
Ptpdc1	PTPDC1	1:1
Ptpmt1	PTPMT1	1:1
Ptpn1	PTPN1	1:1
Ptpn11	PTPN11	1:1
Ptpn12	PTPN12	1:1
Ptpn13	PTPN13	1:1
Ptpn14	PTPN14	1:1
Ptpn18	PTPN18	1:1
Ptpn2	PTPN2	1:1
Ptpn20	PTPN20	1:1
Ptpn21	PTPN21	1:1
Ptpn22	PTPN22	1:1
Ptpn23	PTPN23	1:1
Ptpn3	PTPN3	1:1
Ptpn4	PTPN4	1:1
Ptpn5	PTPN5	1:1
Ptpn6	PTPN6	1:1
Ptpn7	PTPN7	1:1
Ptpn9	PTPN9	1:1
Ptpra	PTPRA	1:1
Ptprb	PTPRB	1:1
Ptprc	PTPRC	1:1
Ptprcap	PTPRCAP	1:1
Ptprd	PTPRD	1:1
Ptpre	PTPRE	1:1
Ptprf	PTPRF	1:1
Ptprg	PTPRG	1:1
Ptprh	PTPRH	1:1
Ptprj	PTPRJ	1:1
Ptprjos1	PTPRJ-AS1	1:1
Ptprk	PTPRK	1:1
Ptprm	PTPRM	1:1
Ptprn	PTPRN	1:1
Ptprn2	PTPRN2	1:1
Ptpro	PTPRO	1:1
Ptprq	PTPRQ	1:1
Ptprr	PTPRR	1:1
Ptprs	PTPRS	1:1
Ptprt	PTPRT	1:1
Ptpru	PTPRU	1:1
Ptprv	PTPRVP	1:1
Ptprz1	PTPRZ1	1:1
Ptrh1	PTRH1	1:1
Ptrh2	PTRH2	1:1
Ptrhd1	PTRHD1	1:1
Pts	PTS	1:1
Pttg1	PTTG1	many
Pttg1	PTTG2	many
Pttg1	PTTG3P	many
Pttg1ip	PTTG1IP	1:1
Pttg1ip2	PTTG1IP2	1:1
Ptx3	PTX3	1:1
Ptx4	PTX4	1:1
Pudp	PUDP	1:1
Puf60	PUF60	1:1
Pum1	PUM1	1:1
Pum2	PUM2	1:1
Pum3	PUM3	1:1
Pura	PURA	1:1
Purb	PURB	1:1
Purg	PURG	1:1
Pus1	PUS1	1:1
Pus10	PUS10	1:1
Pus3	PUS3	1:1
Pus7	PUS7	1:1
Pus7l	PUS7L	1:1
Pusl1	PUSL1	1:1
Pvalb	PVALB	1:1
Pvr	PVR	1:1
Pvrig	PVRIG	1:1
Pvt1	PVT1	1:1
Pwp1	PWP1	1:1
Pwp2	PWP2	1:1
Pwwp2a	PWWP2A	1:1
Pwwp2b	PWWP2B	1:1
Pwwp3a	PWWP3A	1:1
Pwwp3b	PWWP3B	1:1
Pwwp4a	PWWP4	1:1
Pwwp4b	PWWP4	1:1
Pwwp4c	PWWP4	1:1
Pwwp4d	PWWP4	1:1
Pxdc1	PXDC1	1:1
Pxdn	PXDN	1:1
Pxk	PXK	1:1
Pxmp2	PXMP2	1:1
Pxmp4	PXMP4	1:1
Pxn	PXN	1:1
Pxt1	PXT1	1:1
Pxylp1	PXYLP1	1:1
Pycard	PYCARD	1:1
Pycr1	PYCR1	1:1
Pycr2	PYCR2	1:1
Pycr3	PYCR3	1:1
Pygb	PYGB	1:1
Pygl	PYGL	1:1
Pygm	PYGM	1:1
Pygo1	PYGO1	1:1
Pygo2	PYGO2	1:1
Pym1	PYM1	1:1
Pyroxd1	PYROXD1	1:1
Pyroxd2	PYROXD2	1:1
Pyurf	PYURF	1:1
Pyy	PYY	many
Pyy	PYY3	many
Qars1	QARS1	1:1
Qdpr	QDPR	1:1
Qki	QKI	1:1
Qng1	QNG1	1:1
Qpct	QPCT	1:1
Qpctl	QPCTL	1:1
Qprt	QPRT	1:1
Qrfp	QRFP	1:1
Qrfpr	QRFPR	1:1
Qrfprl	QRFPR	1:1
Qrich1	QRICH1	1:1
Qrich2	QRICH2	1:1
Qrsl1	QRSL1	1:1
Qser1	QSER1	1:1
Qsox1	QSOX1	1:1
Qsox2	QSOX2	1:1
Qtgal	QTGAL	1:1
Qtman	QTMAN	1:1
Qtrt1	QTRT1	1:1
Qtrt2	QTRT2	1:1
R3hcc1	R3HCC1	1:1
R3hcc1l	R3HCC1L	1:1
R3hdm1	R3HDM1	1:1
R3hdm2	R3HDM2	1:1
R3hdm4	R3HDM4	1:1
R3hdml	R3HDML	1:1
Rab10	RAB10	1:1
Rab11a	RAB11A	1:1
Rab11b	RAB11B	1:1
Rab11bos1	RAB11B-AS1	1:1
Rab11fip1	RAB11FIP1	1:1
Rab11fip2	RAB11FIP2	1:1
Rab11fip3	RAB11FIP3	1:1
Rab11fip4	RAB11FIP4	1:1
Rab11fip5	RAB11FIP5	1:1
Rab12	RAB12	1:1
Rab13	RAB13	1:1
Rab14	RAB14	1:1
Rab15	RAB15	1:1
Rab17	RAB17	1:1
Rab18	RAB18	1:1
Rab19	RAB19	1:1
Rab1a	RAB1A	1:1
Rab1b	RAB1B	many
Rab1b	RAB1C	many
Rab20	RAB20	1:1
Rab21	RAB21	1:1
Rab22a	RAB22A	1:1
Rab23	RAB23	1:1
Rab24	RAB24	1:1
Rab25	RAB25	1:1
Rab26	RAB26	1:1
Rab27a	RAB27A	1:1
Rab27b	RAB27B	1:1
Rab28	RAB28	1:1
Rab29	RAB29	1:1
Rab2a	RAB2A	1:1
Rab2b	RAB2B	1:1
Rab30	RAB30	1:1
Rab31	RAB31	1:1
Rab32	RAB32	1:1
Rab33a	RAB33A	1:1
Rab33b	RAB33B	1:1
Rab34	RAB34	1:1
Rab35	RAB35	1:1
Rab36	RAB36	1:1
Rab37	RAB37	1:1
Rab38	RAB38	1:1
Rab39a	RAB39A	1:1
Rab39b	RAB39B	1:1
Rab3a	RAB3A	1:1
Rab3b	RAB3B	1:1
Rab3c	RAB3C	1:1
Rab3d	RAB3D	1:1
Rab3gap1	RAB3GAP1	1:1
Rab3gap2	RAB3GAP2	1:1
Rab3il1	RAB3IL1	1:1
Rab3ip	RAB3IP	1:1
Rab40b	RAB40A	many
Rab40b	RAB40AL	many
Rab40b	RAB40B	many
Rab40c	RAB40C	1:1
Rab42	RAB42	1:1
Rab43	RAB43	1:1
Rab44	RAB44	1:1
Rab4a	RAB4A	1:1
Rab4b	RAB4B	1:1
Rab5a	RAB5A	1:1
Rab5b	RAB5B	1:1
Rab5c	RAB5C	1:1
Rab5if	RAB5IF	1:1
Rab6a	RAB6A	many
Rab6a	RAB6C	many
Rab6a	RAB6D	many
Rab6b	RAB6B	1:1
Rab7	RAB7A	1:1
Rab7b	RAB7B	1:1
Rab8a	RAB8A	1:1
Rab8b	RAB8B	1:1
Rab9	RAB9A	1:1
Rab9b	RAB9B	1:1
Rabac1	RABAC1	1:1
Rabep1	RABEP1	1:1
Rabep2	RABEP2	1:1
Rabepk	RABEPK	1:1
Rabgap1	RABGAP1	1:1
Rabgap1l	RABGAP1L	1:1
Rabgef1	RABGEF1	1:1
Rabggta	RABGGTA	1:1
Rabggtb	RABGGTB	1:1
Rabif	RABIF	1:1
Rabl2	RABL2A	many
Rabl2	RABL2B	many
Rabl3	RABL3	1:1
Rabl6	RABL6	1:1
Rac1	RAC1	1:1
Rac2	RAC2	1:1
Rac3	RAC3	1:1
Racgap1	RACGAP1	1:1
Rack1	RACK1	1:1
Rad1	RAD1	1:1
Rad17	RAD17	1:1
Rad18	RAD18	1:1
Rad21	RAD21	1:1
Rad21l	RAD21L1	1:1
Rad23a	RAD23A	1:1
Rad23b	RAD23B	1:1
Rad50	RAD50	1:1
Rad51	RAD51	1:1
Rad51ap1	RAD51AP1	1:1
Rad51ap2	RAD51AP2	1:1
Rad51b	RAD51B	1:1
Rad51c	RAD51C	1:1
Rad51d	RAD51D	1:1
Rad52	RAD52	1:1
Rad54b	RAD54B	1:1
Rad54l	RAD54L	1:1
Rad54l2	RAD54L2	1:1
Rad9a	RAD9A	1:1
Rad9b	RAD9B	1:1
Radil	RADIL	1:1
Radx	RADX	1:1
Rae1	RAE1	1:1
Raet1a	RAET1E	many
Raet1a	RAET1G	many
Raet1a	RAET1L	many
Raet1b	RAET1E	many
Raet1b	RAET1G	many
Raet1b	RAET1L	many
Raet1c	RAET1E	1:1
Raet1d	RAET1E	many
Raet1d	RAET1G	many
Raet1d	RAET1L	many
Raet1d	ULBP2	many
Raet1e	RAET1E	many
Raet1e	RAET1G	many
Raet1e	RAET1L	many
Raf1	RAF1	1:1
Rag1	RAG1	1:1
Rag2	RAG2	1:1
Rai1	RAI1	1:1
Rai14	RAI14	1:1
Rai2	RAI2	1:1
Rala	RALA	1:1
Ralb	RALB	1:1
Ralbp1	RALBP1	1:1
Ralgapa1	RALGAPA1	1:1
Ralgapa2	RALGAPA2	1:1
Ralgapb	RALGAPB	1:1
Ralgds	RALGDS	1:1
Ralgps1	RALGPS1	1:1
Ralgps2	RALGPS2	1:1
Raly	RALY	1:1
Ralyl	RALYL	1:1
Ramac	RAMAC	many
Ramac	RAMACL	many
Ramacl	RAMAC	many
Ramacl	RAMACL	many
Ramp1	RAMP1	1:1
Ramp2	RAMP2	1:1
Ramp3	RAMP3	1:1
Ran	RAN	1:1
Ranbp1	RANBP1	1:1
Ranbp10	RANBP10	1:1
Ranbp17	RANBP17	1:1
Ranbp2	RANBP2	1:1
Ranbp3	RANBP3	1:1
Ranbp3l	RANBP3L	1:1
Ranbp6	RANBP6	1:1
Ranbp9	RANBP9	1:1
Rangap1	RANGAP1	1:1
Rangrf	RANGRF	1:1
Rap1a	RAP1A	1:1
Rap1b	RAP1B	many
Rap1b	RAP1BL	many
Rap1gap	RAP1GAP	1:1
Rap1gap2	RAP1GAP2	1:1
Rap1gds1	RAP1GDS1	1:1
Rap2a	RAP2A	1:1
Rap2b	RAP2B	1:1
Rap2c	RAP2C	1:1
Rapgef1	RAPGEF1	1:1
Rapgef2	RAPGEF2	1:1
Rapgef3	RAPGEF3	1:1
Rapgef4	RAPGEF4	1:1
Rapgef5	RAPGEF5	1:1
Rapgef6	RAPGEF6	1:1
Rapgefl1	RAPGEFL1	1:1
Raph1	RAPH1	1:1
Rapsn	RAPSN	1:1
Rara	RARA	1:1
Rarb	RARB	1:1
Rarg	RARG	1:1
Rarres1	RARRES1	1:1
Rarres2	RARRES2	1:1
Rars1	RARS1	1:1
Rars2	RARS2	1:1
Rasa1	RASA1	1:1
Rasa2	RASA2	1:1
Rasa3	RASA3	1:1
Rasa4	RASA4	many
Rasa4	RASA4B	many
Rasal1	RASAL1	1:1
Rasal2	RASAL2	1:1
Rasal3	RASAL3	1:1
Rasd1	RASD1	1:1
Rasd2	RASD2	1:1
Rasef	RASEF	1:1
Rasgef1a	RASGEF1A	1:1
Rasgef1b	RASGEF1B	1:1
Rasgef1c	RASGEF1C	1:1
Rasgrf1	RASGRF1	1:1
Rasgrf2	RASGRF2	1:1
Rasgrp1	RASGRP1	1:1
Rasgrp2	RASGRP2	1:1
Rasgrp3	RASGRP3	1:1
Rasgrp4	RASGRP4	1:1
Rasip1	RASIP1	1:1
Rasl10a	RASL10A	1:1
Rasl10b	RASL10B	1:1
Rasl11a	RASL11A	1:1
Rasl11b	RASL11B	1:1
Rasl12	RASL12	1:1
Rasl2-9	RAN	1:1
Rassf1	RASSF1	1:1
Rassf10	RASSF10	1:1
Rassf2	RASSF2	1:1
Rassf3	RASSF3	1:1
Rassf4	RASSF4	1:1
Rassf5	RASSF5	1:1
Rassf6	RASSF6	1:1
Rassf7	RASSF7	1:1
Rassf8	RASSF8	1:1
Rassf9	RASSF9	1:1
Raver1	RAVER1	1:1
Raver2	RAVER2	1:1
Rax	RAX	1:1
Rb1	RB1	1:1
Rb1cc1	RB1CC1	1:1
Rbak	RBAK	1:1
Rbbp4	RBBP4	1:1
Rbbp5	RBBP5	1:1
Rbbp6	RBBP6	1:1
Rbbp7	RBBP7	1:1
Rbbp8	RBBP8	1:1
Rbbp8nl	RBBP8NL	1:1
Rbbp9	RBBP9	1:1
Rbck1	RBCK1	1:1
Rbfa	RBFA	1:1
Rbfox1	RBFOX1	1:1
Rbfox2	RBFOX2	1:1
Rbfox3	RBFOX3	1:1
Rbis	RBIS	1:1
Rbks	RBKS	1:1
Rbl1	RBL1	1:1
Rbl2	RBL2	1:1
Rbm10	RBM10	1:1
Rbm11	RBM11	1:1
Rbm12	RBM12	1:1
Rbm12b1	RBM12B	1:1
Rbm12b2	RBM12B	1:1
Rbm14	RBM14	many
Rbm14	RBM14-RBM4	many
Rbm15	RBM15	1:1
Rbm15b	RBM15B	1:1
Rbm17	RBM17	1:1
Rbm18	RBM18	1:1
Rbm19	RBM19	1:1
Rbm20	RBM20	1:1
Rbm22	RBM22	1:1
Rbm24	RBM24	1:1
Rbm25	RBM25	1:1
Rbm26	RBM26	1:1
Rbm27	RBM27	1:1
Rbm28	RBM28	1:1
Rbm3	RBM3	1:1
Rbm33	RBM33	1:1
Rbm34	RBM34	1:1
Rbm38	RBM38	1:1
Rbm39	RBM39	1:1
Rbm4	RBM4	1:1
Rbm41	RBM41	1:1
Rbm42	RBM42	1:1
Rbm43	RBM43	1:1
Rbm44	RBM44	1:1
Rbm45	RBM45	1:1
Rbm46	RBM46	1:1
Rbm47	RBM47	1:1
Rbm48	RBM48	1:1
Rbm4b	RBM4B	1:1
Rbm5	RBM5	1:1
Rbm6	RBM6	1:1
Rbm7	RBM7	1:1
Rbm8a	RBM8A	1:1
Rbms1	RBMS1	1:1
Rbms2	RBMS2	1:1
Rbms3	RBMS3	1:1
Rbmx	RBMX	1:1
Rbmx2	RBMX2	1:1
Rbmxl1	RBMX	1:1
Rbmxl2	RBMXL2	1:1
Rbmy	RBMY1A1	many
Rbmy	RBMY1B	many
Rbmy	RBMY1C	many
Rbmy	RBMY1D	many
Rbmy	RBMY1E	many
Rbmy	RBMY1F	many
Rbmy	RBMY1J	many
Rbmyf1	RBMY1A1	many
Rbmyf1	RBMY1B	many
Rbmyf1	RBMY1C	many
Rbmyf1	RBMY1D	many
Rbmyf1	RBMY1E	many
Rbmyf1	RBMY1F	many
Rbmyf1	RBMY1J	many
Rbmyf2	RBMY1A1	many
Rbmyf2	RBMY1B	many
Rbmyf2	RBMY1C	many
Rbmyf2	RBMY1D	many
Rbmyf2	RBMY1E	many
Rbmyf2	RBMY1F	many
Rbmyf2	RBMY1J	many
Rbmyf3	RBMY1A1	many
Rbmyf3	RBMY1B	many
Rbmyf3	RBMY1C	many
Rbmyf3	RBMY1D	many
Rbmyf3	RBMY1E	many
Rbmyf3	RBMY1F	many
Rbmyf3	RBMY1J	many
Rbmyf5	RBMY1A1	many
Rbmyf5	RBMY1B	many
Rbmyf5	RBMY1C	many
Rbmyf5	RBMY1D	many
Rbmyf5	RBMY1E	many
Rbmyf5	RBMY1F	many
Rbmyf5	RBMY1J	many
Rbmyf6	RBMY1A1	many
Rbmyf6	RBMY1B	many
Rbmyf6	RBMY1C	many
Rbmyf6	RBMY1D	many
Rbmyf6	RBMY1E	many
Rbmyf6	RBMY1F	many
Rbmyf6	RBMY1J	many
Rbmyf7	RBMY1A1	many
Rbmyf7	RBMY1B	many
Rbmyf7	RBMY1C	many
Rbmyf7	RBMY1D	many
Rbmyf7	RBMY1E	many
Rbmyf7	RBMY1F	many
Rbmyf7	RBMY1J	many
Rbmyf8	RBMY1A1	many
Rbmyf8	RBMY1B	many
Rbmyf8	RBMY1C	many
Rbmyf8	RBMY1D	many
Rbmyf8	RBMY1E	many
Rbmyf8	RBMY1F	many
Rbmyf8	RBMY1J	many
Rbmyf9	RBMY1A1	many
Rbmyf9	RBMY1B	many
Rbmyf9	RBMY1C	many
Rbmyf9	RBMY1D	many
Rbmyf9	RBMY1E	many
Rbmyf9	RBMY1F	many
Rbmyf9	RBMY1J	many
Rbp1	RBP1	1:1
Rbp2	RBP2	1:1
Rbp3	RBP3	1:1
Rbp4	RBP4	1:1
Rbp7	RBP7	1:1
Rbpj	RBPJ	1:1
Rbpjl	RBPJL	1:1
Rbpms	RBPMS	1:1
Rbpms2	RBPMS2	1:1
Rbsn	RBSN	1:1
Rbx1	RBX1	1:1
Rc3h1	RC3H1	1:1
Rc3h2	RC3H2	1:1
Rcan1	RCAN1	1:1
Rcan2	RCAN2	1:1
Rcan3	RCAN3	1:1
Rcbtb1	RCBTB1	1:1
Rcbtb2	RCBTB2	1:1
Rcc1	RCC1	1:1
Rcc1l	RCC1L	1:1
Rcc2	RCC2	1:1
Rccd1	RCCD1	1:1
Rce1	RCE1	1:1
Rchy1	RCHY1	1:1
Rcl1	RCL1	1:1
Rcn1	RCN1	1:1
Rcn2	RCN2	1:1
Rcn3	RCN3	1:1
Rcor1	RCOR1	1:1
Rcor2	RCOR2	1:1
Rcor3	RCOR3	1:1
Rcsd1	RCSD1	1:1
Rcvrn	RCVRN	1:1
Rd3	RD3	1:1
Rd3l	RD3L	1:1
Rdh1	RDH16	1:1
Rdh10	RDH10	1:1
Rdh11	RDH11	1:1
Rdh12	RDH12	1:1
Rdh13	RDH13	1:1
Rdh14	RDH14	1:1
Rdh16	RDH16	1:1
Rdh16f2	RDH16	1:1
Rdh19	RDH16	1:1
Rdh5	RDH5	1:1
Rdh7	RDH16	1:1
Rdh8	RDH8	1:1
Rdh9	RDH16	1:1
Rdm1	RDM1	1:1
Rdx	RDX	1:1
Rec114	REC114	1:1
Rec8	REC8	1:1
Reck	RECK	1:1
Recql	RECQL	1:1
Recql4	RECQL4	1:1
Recql5	RECQL5	1:1
Redic1	REDIC1	1:1
Reep1	REEP1	1:1
Reep2	REEP2	1:1
Reep3	REEP3	1:1
Reep4	REEP4	1:1
Reep5	REEP5	1:1
Reep6	REEP6	1:1
Reg1	REG1A	many
Reg1	REG1B	many
Reg2	REG1A	many
Reg2	REG1B	many
Reg3a	REG3A	1:1
Reg3b	REG3A	many
Reg3b	REG3G	many
Reg3d	REG3A	many
Reg3d	REG3G	many
Reg3g	REG3G	1:1
Reg4	REG4	1:1
Rel	REL	1:1
Rela	RELA	1:1
Relb	RELB	1:1
Relch	RELCH	1:1
Rell1	RELL1	1:1
Rell2	RELL2	1:1
Reln	RELN	1:1
Relt	RELT	1:1
Rem1	REM1	1:1
Rem2	REM2	1:1
Ren1	REN	1:1
Ren2	REN	1:1
Renbp	RENBP	1:1
Reno1	RENO1	1:1
Rep15	REP15	1:1
Repin1	REPIN1	1:1
Reps1	REPS1	1:1
Reps2	REPS2	1:1
Rer1	RER1	1:1
Rere	RERE	1:1
Rerg	RERG	1:1
Rergl	RERGL	1:1
Resf1	RESF1	1:1
Resp18	RESP18	1:1
Rest	REST	1:1
Ret	RET	1:1
Retn	RETN	1:1
Retnla	RETNLB	1:1
Retnlb	RETNLB	1:1
Retnlg	RETNLB	1:1
Retreg1	RETREG1	1:1
Retreg2	RETREG2	1:1
Retreg3	RETREG3	1:1
Retsat	RETSAT	1:1
Rev1	REV1	1:1
Rev3l	REV3L	1:1
Rex1bd	REX1BD	1:1
Rexo1	REXO1	1:1
Rexo2	REXO2	1:1
Rexo4	REXO4	1:1
Rexo5	REXO5	1:1
Rfc1	RFC1	1:1
Rfc2	RFC2	1:1
Rfc3	RFC3	1:1
Rfc4	RFC4	1:1
Rfc5	RFC5	1:1
Rfesd	RFESD	1:1
Rffl	RFFL	1:1
Rfk	RFK	1:1
Rflna	RFLNA	1:1
Rflnb	RFLNB	1:1
Rfng	RFNG	1:1
Rfpl4	RFPL1	many
Rfpl4	RFPL2	many
Rfpl4	RFPL3	many
Rfpl4	RFPL4A	many
Rfpl4	RFPL4AL1	many
Rfpl4b	RFPL4B	1:1
Rft1	RFT1	1:1
Rftn1	RFTN1	1:1
Rftn2	RFTN2	1:1
Rfwd3	RFWD3	1:1
Rfx1	RFX1	1:1
Rfx2	RFX2	1:1
Rfx3	RFX3	1:1
Rfx4	RFX4	1:1
Rfx5	RFX5	1:1
Rfx6	RFX6	1:1
Rfx7	RFX7	1:1
Rfx8	RFX8	1:1
Rfxank	RFXANK	1:1
Rfxap	RFXAP	1:1
Rgcc	RGCC	1:1
Rgl1	RGL1	1:1
Rgl2	RGL2	1:1
Rgl3	RGL3	1:1
Rgma	RGMA	1:1
Rgmb	RGMB	1:1
Rgn	RGN	1:1
Rgp1	RGP1	1:1
Rgr	RGR	1:1
Rgs1	RGS1	1:1
Rgs10	RGS10	1:1
Rgs11	RGS11	1:1
Rgs12	RGS12	1:1
Rgs13	RGS13	1:1
Rgs14	RGS14	1:1
Rgs16	RGS16	1:1
Rgs17	RGS17	1:1
Rgs18	RGS18	1:1
Rgs19	RGS19	1:1
Rgs2	RGS2	1:1
Rgs20	RGS20	1:1
Rgs21	RGS21	1:1
Rgs22	RGS22	1:1
Rgs3	RGS3	1:1
Rgs4	RGS4	1:1
Rgs5	RGS5	1:1
Rgs6	RGS6	1:1
Rgs7	RGS7	1:1
Rgs7bp	RGS7BP	1:1
Rgs8	RGS8	1:1
Rgs9	RGS9	1:1
Rgs9bp	RGS9BP	1:1
Rgsl1	RGSL1	1:1
Rhag	RHAG	1:1
Rhbdd1	RHBDD1	1:1
Rhbdd2	RHBDD2	1:1
Rhbdd3	RHBDD3	1:1
Rhbdf1	RHBDF1	1:1
Rhbdf2	RHBDF2	1:1
Rhbdl1	RHBDL1	1:1
Rhbdl2	RHBDL2	1:1
Rhbdl3	RHBDL3	1:1
Rhbg	RHBG	1:1
Rhcg	RHCG	1:1
Rhd	RHCE	many
Rhd	RHD	many
Rheb	RHEB	1:1
Rhebl1	RHEBL1	1:1
Rhno1	RHNO1	1:1
Rho	RHO	1:1
Rhoa	RHOA	1:1
Rhob	RHOB	1:1
Rhobtb1	RHOBTB1	1:1
Rhobtb2	RHOBTB2	1:1
Rhobtb3	RHOBTB3	1:1
Rhoc	RHOC	1:1
Rhod	RHOD	1:1
Rhof	RHOF	1:1
Rhog	RHOG	1:1
Rhoh	RHOH	1:1
Rhoj	RHOJ	1:1
Rhoq	RHOQ	1:1
Rhot1	RHOT1	1:1
Rhot2	RHOT2	1:1
Rhou	RHOU	1:1
Rhov	RHOV	1:1
Rhox10	RHOXF1	1:1
Rhox11	RHOXF1	many
Rhox11	RHOXF2B	many
Rhox12	RHOXF1	1:1
Rhox13	RHOXF1	1:1
Rhox2g	RHOXF2B	1:1
Rhox3a	RHOXF2B	1:1
Rhox3a2	RHOXF2B	1:1
Rhox3c	RHOXF2B	1:1
Rhox3e	RHOXF2B	1:1
Rhox4g	RHOXF2	many
Rhox4g	RHOXF2B	many
Rhpn1	RHPN1	1:1
Rhpn2	RHPN2	many
Rhpn2	RHPN2P1	many
Rian	MEG8	1:1
Ribc1	RIBC1	1:1
Ribc2	RIBC2	1:1
Ric1	RIC1	1:1
Ric3	RIC3	1:1
Ric8a	RIC8A	1:1
Ric8b	RIC8B	1:1
Rictor	RICTOR	1:1
Rida	RIDA	1:1
Rif1	RIF1	1:1
Rigi	RIGI	1:1
Riiad1	RIIAD1	1:1
Rilp	RILP	1:1
Rilpl1	RILPL1	1:1
Rilpl2	RILPL2	1:1
Rimbp2	RIMBP2	1:1
Rimbp3	RIMBP3	many
Rimbp3	RIMBP3B	many
Rimbp3	RIMBP3C	many
Rimkla	RIMKLA	1:1
Rimklb	RIMKLB	1:1
Rimoc1	RIMOC1	1:1
Rims1	RIMS1	1:1
Rims2	RIMS2	1:1
Rims3	RIMS3	1:1
Rims4	RIMS4	1:1
Rin1	RIN1	1:1
Rin2	RIN2	1:1
Rin3	RIN3	1:1
Ring1	RING1	1:1
Rinl	RINL	1:1
Rint1	RINT1	1:1
Riok1	RIOK1	1:1
Riok2	RIOK2	1:1
Riok3	RIOK3	1:1
Riox1	RIOX1	1:1
Riox2	RIOX2	1:1
Ripk1	RIPK1	1:1
Ripk2	RIPK2	1:1
Ripk3	RIPK3	1:1
Ripk4	RIPK4	1:1
Ripor1	RIPOR1	1:1
Ripor2	RIPOR2	1:1
Ripor3	RIPOR3	1:1
Ripply1	RIPPLY1	1:1
Ripply2	RIPPLY2	1:1
Ripply3	RIPPLY3	1:1
Rit1	RIT1	1:1
Rit2	RIT2	1:1
Rita1	RITA1	1:1
Rlbp1	RLBP1	1:1
Rlf	RLF	1:1
Rlig1	RLIG1	1:1
Rlim	RLIM	1:1
Rln1	RLN1	many
Rln1	RLN2	many
Rln3	RLN3	1:1
Rmc1	RMC1	1:1
Rmdn1	RMDN1	1:1
Rmdn2	RMDN2	1:1
Rmdn3	RMDN3	1:1
Rmi1	RMI1	1:1
Rmi2	RMI2	1:1
Rmnd1	RMND1	1:1
Rmnd5a	RMND5A	1:1
Rmnd5b	RMND5B	1:1
Rmp24	RMP24	1:1
Rmp64	RMP64	1:1
Rmrp	RMRP	1:1
Rn7sk	RN7SK	1:1
Rnase1	RNASE1	1:1
Rnase10	RNASE10	1:1
Rnase11	RNASE11	1:1
Rnase12	RNASE12	1:1
Rnase13	RNASE13	1:1
Rnase2a	RNASE2	many
Rnase2a	RNASE3	many
Rnase2b	RNASE2	many
Rnase2b	RNASE3	many
Rnase4	RNASE4	1:1
Rnase6	RNASE6	1:1
Rnase9	RNASE9	1:1
Rnaseh1	RNASEH1	1:1
Rnaseh2a	RNASEH2A	1:1
Rnaseh2b	RNASEH2B	1:1
